"species","nonnative_area_km2"
"Veronica austriaca",56831.78767954
"Veronica barkeri",1191.24942871409
"Veronica catenata",53640.4333468741
"Veronica dieffenbachii",3731.07359990376
"Veronica dillenii",367.749307094078
"Veronica fruticans",2035.78454877217
"Veronica fruticulosa",6044.3339039385
"Veronica hederifolia",1574324.69844007
"Veronica incana",0
"Veronica javanica",10567.0933141944
"Veronica longifolia",700837.188599399
"Veronica officinalis",2098383.20087622
"Veronica opaca",134483.030552027
"Veronica polita",1783809.26627759
"Veronica praecox",13609.1962401205
"Veronica prostrata",28509.0750683474
"Veronica scutellata",29133.4450750323
"Veronica speciosa",15946.8349454254
"Veronica spicata",2424.21292056502
"Veronica spuria",0
"Veronica sublobata",194546.985079556
"Veronica teucrium",115849.455334901
"Veronica triphyllos",92219.0690142773
"Veronica urticifolia",5050.34301831746
"Veronica verna",246101.371405103
"Viburnum lantana",1184662.88075727
"Viburnum opulus",2214529.25842692
"Viburnum sargentii",0
"Viburnum tinus",510786.884271899
"Vicia biennis",16247.4223691489
"Vicia bithynica",4719.99615857146
"Vicia dalmatica",60468.8901024068
"Vicia dumetorum",1923.13500397751
"Vicia ervilia",263889.288614322
"Vicia grandiflora",951912.00147767
"Vicia hirsuta",1002110.37399921
"Vicia hybrida",24896.1529691917
"Vicia lathyroides",203405.80270101
"Vicia lutea",218422.232258279
"Vicia narbonensis",17364.2838699721
"Vicia pannonica",512666.643370653
"Vicia parviflora",461.253552247717
"Vicia peregrina",3391.34021377613
"Vicia serratifolia",6591.9581999582
"Vicia tenuifolia",93690.1176705081
"Vicia tetrasperma",1233396.74130972
"Vicia villosa",4468193.93844689
"Vigna marina",1294.79358065442
"Vinca herbacea",0
"Vinca major",4797719.66310228
"Viola alba",4952.39131805953
"Viola canina",0
"Viola collina",9232.07550443588
"Viola cornuta",94747.265559334
"Viola elatior",0
"Viola kitaibeliana",0
"Viola odorata",1939557.26794804
"Viola patrinii",550.484096734696
"Viola suavis",147773.802588499
"Viola tricolor",764817.740337634
"Viola variegata",7820.40831161112
"Viscaria alpina",0
"Viscaria vulgaris",5788.97906904391
"Viscum album",8093.54719406357
"Vitex agnus-castus",1570826.11918638
"Vitex negundo",125612.143468094
"Vitex parviflora",2238.40623283843
"Vitex trifolia",144001.258993902
"Vitis amurensis",12198.1054617742
"Vittaria lineata",4168.29633743429
"Volkameria heterophylla",0
"Volkameria inermis",0
"Waltheria indica",384027.622450051
"Weigela florida",104579.301854198
"Wolffia arrhiza",54791.3387138729
"Wolffia brasiliensis",1275.79565748651
"Wolffia globosa",9606.27295256729
"Wollastonia biflora",8596.20557044154
"Woodwardia radicans",0
"Xanthium strumarium",4460522.86691267
"Xeranthemum annuum",82319.8974659464
"Ximenia americana",0
"Xyris complanata",1428.76614121315
"Xyris indica",0
"Xyris jupicai",375376.973322559
"Yamazakia pusilla",0
"Youngia japonica",1760362.07716639
"Zaleya pentandra",1294.79358065442
"Zingiber zerumbet",238827.880296334
"Zizania latifolia",57930.9341208786
"Zizania palustris",19596.6458289552
"Zornia gibbosa",13333.3746251522
"Zostera japonica",20942.3213922044
"Zostera noltii",0
"Zoysia japonica",11251.5598653616
"Zoysia matrella",19131.5405966325
