"taxon_name","wcvp_accepted_id","status","redlistCategory"
"Phoenix roebelenii",152704,"naturalized",NA
"Cyperus surinamensis",238722,"naturalized",NA
"Vigna trilobata",2451239,"naturalized",NA
"Pelargonium alchemilloides",2533381,"naturalized",NA
"Matricaria discoidea",2928765,"naturalized",NA
"Rumex frutescens",2423856,"naturalized",NA
"Leontodon hispidus",3075058,"naturalized",NA
"Eucalyptus microcorys",73375,"naturalized","Near Threatened"
"Eucalyptus muelleriana",73406,"naturalized","Least Concern"
"Pinus palustris",380268,"naturalized","Endangered"
"Callitris rhomboidea",382382,"naturalized","Least Concern"
"Mimosa diplotricha",2510876,"naturalized",NA
"Diplocyclos palmatus",2771003,"naturalized",NA
"Toona sinensis",2515062,"naturalized","Least Concern"
"Symphytum grandiflorum",2475615,"naturalized",NA
"Phytolacca acinosa",2562797,"naturalized",NA
"Lonicera acuminata",2339028,"naturalized",NA
"Spiraea alba",2992604,"naturalized",NA
"Petasites albus",3076649,"naturalized",NA
"Clethra alnifolia",43188,"naturalized","Least Concern"
"Epimedium alpinum",2791212,"naturalized",NA
"Erinus alpinus",2795362,"naturalized",NA
"Verbesina alternifolia",3124034,"naturalized",NA
"Scutellaria altissima",188884,"naturalized",NA
"Lysichiton americanus",116108,"naturalized","Least Concern"
"Kalmia angustifolia",2333601,"naturalized",NA
"Juncus anthelatus",314393,"naturalized","Least Concern"
"Anemonoides apennina",2638854,"naturalized",NA
"Arabidopsis arenosa",2645201,"naturalized",NA
"Symphytum asperum",2475962,"naturalized",NA
"Papaver atlanticum",2560675,"naturalized",NA
"Chaerophyllum aureum",2714179,"naturalized",NA
"Rorippa austriaca",2417262,"naturalized","Least Concern"
"Sisymbrium chrysanthum",2476247,"naturalized",NA
"Linum austriacum",2347528,"naturalized",NA
"Fallopia baldschuanica",2807628,"naturalized",NA
"Chenopodium berlandieri",2717113,"naturalized",NA
"Anemonoides blanda",2638857,"naturalized",NA
"Acorus calamus",2304,"naturalized","Least Concern"
"Glyceria canadensis",417738,"naturalized","Least Concern"
"Impatiens capensis",2862264,"naturalized","Least Concern"
"Lonicera caprifolium",2340177,"naturalized",NA
"Symphytum caucasicum",2475712,"naturalized",NA
"Corydalis cava",2738568,"naturalized",NA
"Quercus cerris",172055,"naturalized","Least Concern"
"Spiraea chamaedryfolia",2992858,"naturalized",NA
"Aristolochia clematitis",2651289,"naturalized",NA
"Hedera colchica",96606,"naturalized",NA
"Achillea setacea",2908241,"naturalized",NA
"Doronicum columnae",3076521,"naturalized",NA
"Aubrieta columnae",2666127,"naturalized",NA
"Bidens connata",3116585,"naturalized",NA
"Macleaya cordata",2502545,"naturalized",NA
"Philadelphus coronarius",2530174,"naturalized",NA
"Carex crawfordii",225729,"naturalized",NA
"Rumex kerneri",2423985,"naturalized",NA
"Eurybia divaricata",3094633,"naturalized",NA
"Spiraea douglasii",2993010,"naturalized",NA
"Artemisia dracunculus",2901163,"naturalized",NA
"Lindernia dubia",2498944,"naturalized","Least Concern"
"Geranium endressii",2823229,"naturalized",NA
"Asarum europaeum",2654312,"naturalized",NA
"Echinops exaltatus",3040371,"naturalized",NA
"Campanula fenestrellata",364602,"naturalized",NA
"Veronica filiformis",2453773,"naturalized",NA
"Juncus foliosus",315025,"naturalized",NA
"Dicentra formosa",2765608,"naturalized",NA
"Pterocarya fraxinifolia",2529845,"naturalized","Vulnerable"
"Dasiphora fruticosa",2947910,"naturalized",NA
"Scirpus georgianus",264156,"naturalized","Least Concern"
"Solidago gigantea",2911104,"naturalized",NA
"Dianthus giganteus",2764272,"naturalized",NA
"Impatiens glandulifera",2862533,"naturalized",NA
"Yucca gloriosa",291793,"naturalized","Least Concern"
"Ludwigia grandiflora",2493636,"naturalized",NA
"Tellima grandiflora",2520992,"naturalized",NA
"Arabidopsis halleri",2645217,"naturalized",NA
"Crassula helmsii",2741774,"naturalized",NA
"Myriophyllum heterophyllum",2366595,"naturalized","Least Concern"
"Cirsium heterophyllum",3041841,"naturalized",NA
"Lathyrus heterophyllus",2350728,"naturalized","Least Concern"
"Hedera hibernica",96738,"naturalized",NA
"Aesculus hippocastanum",2624517,"naturalized","Vulnerable"
"Sedum hispanicum",2483782,"naturalized",NA
"Narcissus hispanicus",282624,"naturalized",NA
"Equisetum praealtum",2902171,"naturalized",NA
"Eranthis hyemalis",2791911,"naturalized",NA
"Berteroa incana",2675159,"naturalized",NA
"Silene italica",2488103,"naturalized",NA
"Spiraea japonica",2993233,"naturalized",NA
"Pseudosasa japonica",438408,"naturalized",NA
"Petasites japonicus",3076203,"naturalized",NA
"Syringa josikaea",356247,"naturalized","Endangered"
"Berberis julianae",2673994,"naturalized",NA
"Dipsacus laciniatus",2771869,"naturalized",NA
"Symphyotrichum laeve",3103421,"naturalized",NA
"Symphyotrichum lanceolatum",3103441,"naturalized","Least Concern"
"Campanula latifolia",365023,"naturalized",NA
"Sagittaria latifolia",287247,"naturalized","Least Concern"
"Sisymbrium loeselii",2474993,"naturalized",NA
"Veronica longifolia",2462752,"naturalized",NA
"Scilla luciliae",288641,"naturalized",NA
"Rhododendron luteum",2418058,"naturalized",NA
"Odontites luteus",2396902,"naturalized",NA
"Vaccinium macrocarpon",2457729,"naturalized","Least Concern"
"Cicerbita macrophylla",3061473,"naturalized",NA
"Aristolochia macrophylla",2651618,"naturalized",NA
"Tanacetum macrophyllum",3111705,"naturalized",NA
"Geum macrophyllum",2949372,"naturalized",NA
"Geranium macrorrhizum",2823544,"naturalized",NA
"Eutrochium maculatum",3130619,"naturalized","Least Concern"
"Heracleum mantegazzianum",2846056,"naturalized","Least Concern"
"Jacobaea maritima",2921992,"naturalized",NA
"Campanula medium",365242,"naturalized",NA
"Sisyrinchium montanum",325079,"naturalized",NA
"Alyssum montanum",2632304,"naturalized",NA
"Rosa multiflora",2971876,"naturalized",NA
"Odontarrhena muralis",2392917,"naturalized",NA
"Aconitum napellus",2619110,"naturalized","Least Concern"
"Clinopodium nepeta",43618,"naturalized",NA
"Lathyrus niger",2351298,"naturalized","Least Concern"
"Galanthus nivalis",307568,"naturalized","Near Threatened"
"Hepatica nobilis",2845808,"naturalized",NA
"Achillea nobilis",3110044,"naturalized",NA
"Geranium nodosum",2823688,"naturalized",NA
"Elodea nuttallii",309469,"naturalized","Least Concern"
"Eleocharis obtusa",242709,"naturalized","Least Concern"
"Myrrhis odorata",2363724,"naturalized",NA
"Pulmonaria officinalis",2413004,"naturalized","Least Concern"
"Hyssopus officinalis",102273,"naturalized",NA
"Physocarpus opulifolius",2952799,"naturalized",NA
"Bunias orientalis",2686094,"naturalized",NA
"Clematis orientalis",2726456,"naturalized",NA
"Peucedanum ostruthium",2403688,"naturalized",NA
"Catalpa ovata",320398,"naturalized","Least Concern"
"Corispermum pallasii",2737723,"naturalized",NA
"Impatiens parviflora",2862981,"naturalized",NA
"Rumex patientia",2424661,"naturalized",NA
"Lobelia pedunculata",353240,"naturalized",NA
"Pimpinella peregrina",2403156,"naturalized",NA
"Geranium phaeum",2823792,"naturalized",NA
"Symphyotrichum pilosum",3103724,"naturalized",NA
"Staphylea pinnata",2582179,"naturalized","Least Concern"
"Epimedium pinnatum",2791310,"naturalized",NA
"Narcissus poeticus",282063,"naturalized","Least Concern"
"Campanula portenschlagiana",365623,"naturalized",NA
"Campanula poscharskyana",365629,"naturalized",NA
"Anchusa procera",2636638,"naturalized",NA
"Asarina procumbens",2654242,"naturalized",NA
"Papaver setiferum",2904850,"naturalized",NA
"Lysimachia punctata",2492220,"naturalized","Least Concern"
"Geranium pyrenaicum",2823898,"naturalized",NA
"Galinsoga quadriradiata",3125327,"naturalized",NA
"Inula racemosa",2901752,"naturalized",NA
"Sasaella ramosa",441017,"naturalized",NA
"Clematis recta",2726635,"naturalized",NA
"Goodyera repens",91902,"naturalized",NA
"Campanula rhomboidalis",365868,"naturalized",NA
"Cirsium rivulare",3042460,"naturalized",NA
"Saxifraga rotundifolia",2585115,"naturalized",NA
"Smilax rotundifolia",288926,"naturalized",NA
"Quercus rubra",174902,"naturalized","Least Concern"
"Sarracenia rubra",2582900,"naturalized",NA
"Acer rufinerve",2616360,"naturalized","Least Concern"
"Rosa rugosa",2902118,"naturalized",NA
"Umbilicus rupestris",2446661,"naturalized",NA
"Phlomis russeliana",152407,"naturalized",NA
"Miscanthus sacchariflorus",424639,"naturalized",NA
"Acer saccharinum",2616367,"naturalized","Least Concern"
"Scilla sardensis",288723,"naturalized",NA
"Sedum sarmentosum",2489587,"naturalized",NA
"Castanea sativa",35042,"naturalized","Least Concern"
"Agrostis scabra",390266,"naturalized",NA
"Silene schafta",2486889,"naturalized",NA
"Onoclea sensibilis",3150552,"naturalized","Least Concern"
"Cornus sericea",47505,"naturalized","Least Concern"
"Scilla siberica",287983,"naturalized",NA
"Claytonia sibirica",2725259,"naturalized",NA
"Sorbaria sorbifolia",2991302,"naturalized",NA
"Telekia speciosa",3114557,"naturalized",NA
"Verbascum speciosum",2453149,"naturalized",NA
"Hylotelephium spectabile",2856999,"naturalized",NA
"Phedimus spurius",2411231,"naturalized",NA
"Cytisus striatus",2754935,"naturalized","Least Concern"
"Barbarea stricta",2669701,"naturalized",NA
"Dipsacus strigosus",2771895,"naturalized",NA
"Dianthus subacaulis",2764978,"naturalized",NA
"Linaria supina",2499603,"naturalized",NA
"Forsythia suspensa",369441,"naturalized",NA
"Pinus sylvestris",380126,"naturalized","Least Concern"
"Asclepias syriaca",501428,"naturalized","Least Concern"
"Sempervivum tectorum",2490030,"naturalized",NA
"Vicia dalmatica",2452124,"naturalized",NA
"Rumex thyrsiflorus",2418220,"naturalized",NA
"Sorbaria tomentosa",2991315,"naturalized",NA
"Cerastium tomentosum",2710954,"naturalized",NA
"Crocus tommasinianus",327764,"naturalized",NA
"Lemna turionifera",109340,"naturalized","Least Concern"
"Pseudoturritis turrita",2412466,"naturalized",NA
"Rhus typhina",2423458,"naturalized","Least Concern"
"Elaeagnus umbellata",2785255,"naturalized","Least Concern"
"Sauromatum venosum",186383,"naturalized","Least Concern"
"Omphalodes verna",2390279,"naturalized",NA
"Scrophularia vernalis",2586823,"naturalized",NA
"Crocus vernus",327781,"naturalized",NA
"Salvia verticillata",184133,"naturalized",NA
"Pourthiaea villosa",2958673,"naturalized","Least Concern"
"Clematis viticella",2726981,"naturalized",NA
"Sisymbrium volgense",2474685,"naturalized",NA
"Koenigia polystachya",3009576,"naturalized",NA
"Petiveria alliacea",2562647,"naturalized",NA
"Spigelia anthelmia",2598653,"naturalized",NA
"Terminalia arjuna",2431544,"naturalized",NA
"Impatiens balsamina",2862179,"naturalized",NA
"Caladium bicolor",28777,"naturalized",NA
"Imperata cylindrica",420125,"naturalized",NA
"Desmodium distortum",2762276,"naturalized",NA
"Ludwigia erecta",2493648,"naturalized",NA
"Acalypha hispida",689,"naturalized",NA
"Chrysanthellum indicum",3116248,"naturalized",NA
"Vigna juruana",2450606,"naturalized","Data Deficient"
"Hilleria latifolia",2850925,"naturalized",NA
"Steinchisma laxum",444586,"naturalized",NA
"Ceiba pentandra",2707382,"naturalized","Least Concern"
"Zapoteca portoricensis",2470201,"naturalized",NA
"Kallstroemia pubescens",2335215,"naturalized",NA
"Tephrosia purpurea",2444999,"naturalized",NA
"Mimosa candollei",2374674,"naturalized",NA
"Gonolobus rostratus",505961,"naturalized",NA
"Cajanus scarabaeoides",2690340,"naturalized","Least Concern"
"Lantana trifolia",108312,"naturalized",NA
"Balanites aegyptiaca",19437,"naturalized","Least Concern"
"Jasminum fluminense",351959,"naturalized",NA
"Melaleuca quinquenervia",123857,"naturalized","Least Concern"
"Scaevola taccada",2589099,"naturalized",NA
"Epipremnum aureum",70476,"naturalized",NA
"Philodendron giganteum",151610,"naturalized",NA
"Eulophia maculata",77754,"naturalized","Least Concern"
"Nephrolepis brownii",3152849,"naturalized",NA
"Echinocystis lobata",2782958,"naturalized",NA
"Koelreuteria paniculata",2335308,"naturalized","Least Concern"
"Bidens vulgata",3117215,"naturalized","Least Concern"
"Cyclachaena xanthiifolia",3119596,"naturalized","Least Concern"
"Colubrina asiatica",2731459,"naturalized","Least Concern"
"Passiflora biflora",2559602,"naturalized",NA
"Cestrum diurnum",2713430,"naturalized","Least Concern"
"Dracaena hyacinthoides",525229,"naturalized",NA
"Thespesia populnea",2515863,"naturalized","Least Concern"
"Albizia procera",2627494,"naturalized","Least Concern"
"Neyraudia reynaudiana",425870,"naturalized",NA
"Jasminum sambac",351647,"naturalized",NA
"Manilkara zapota",120271,"naturalized","Least Concern"
"Saussurea amara",3044910,"naturalized",NA
"Axyris amaranthoides",2666799,"naturalized",NA
"Wolffia arrhiza",214819,"naturalized","Least Concern"
"Thesium linophyllon",2513743,"naturalized",NA
"Nigella arvensis",2381639,"naturalized",NA
"Artemisia austriaca",3107706,"naturalized",NA
"Sibbaldianthe bifurca",2991181,"naturalized",NA
"Blitum bonus-henricus",2677591,"naturalized",NA
"Dysphania botrys",2780227,"naturalized",NA
"Noccaea caerulescens",2381293,"naturalized",NA
"Dianthus campestris",2763956,"naturalized",NA
"Salsola collina",2481563,"naturalized",NA
"Suaeda corniculata",2484092,"naturalized",NA
"Amaranthus crispus",2632789,"naturalized",NA
"Aegilops cylindrica",387641,"naturalized","Least Concern"
"Corispermum declinatum",2737650,"naturalized",NA
"Centaurea depressa",3048519,"naturalized",NA
"Erysimum diffusum",2799981,"naturalized",NA
"Puccinellia dolicholepis",438666,"naturalized",NA
"Artemisia dubia",3107306,"naturalized",NA
"Erucastrum gallicum",2798840,"naturalized",NA
"Puccinellia hauptiana",438715,"naturalized",NA
"Artemisia integrifolia",3108151,"naturalized",NA
"Atriplex laciniata",2665407,"naturalized",NA
"Artemisia latifolia",3108278,"naturalized",NA
"Luzula luzuloides",316453,"naturalized",NA
"Erysimum marschallianum",2800241,"naturalized",NA
"Achillea micrantha",3110023,"naturalized",NA
"Tanacetum millefolium",3111341,"naturalized",NA
"Erodium neuradifolium",2798365,"naturalized",NA
"Puccinellia nuttalliana",438785,"naturalized","Least Concern"
"Atriplex oblongifolia",2665574,"naturalized",NA
"Eremopyrum orientale",413507,"naturalized",NA
"Amaranthus palmeri",2633009,"naturalized",NA
"Rapistrum perenne",2422596,"naturalized",NA
"Gypsophila perfoliata",2836800,"naturalized",NA
"Lolium persicum",422865,"naturalized",NA
"Bolboschoenus planiculmis",221925,"naturalized",NA
"Sisymbrium polymorphum",2474626,"naturalized",NA
"Leymus racemosus",422635,"naturalized",NA
"Roemeria refracta",2425852,"naturalized",NA
"Silene repens",2487280,"naturalized",NA
"Alyssum rostratum",2632464,"naturalized",NA
"Artemisia schrenkiana",3109232,"naturalized",NA
"Artemisia scoparia",2901465,"naturalized",NA
"Gypsophila scorzonerifolia",2836876,"naturalized",NA
"Sisyrinchium septentrionale",324115,"naturalized",NA
"Draba sibirica",2777348,"naturalized",NA
"Heracleum sosnowskyi",2846157,"naturalized",NA
"Omalotheca supina",3093343,"naturalized",NA
"Beckmannia syzigachne",399194,"naturalized","Least Concern"
"Lactuca tatarica",3062384,"naturalized",NA
"Ambrosia trifida",3119556,"naturalized",NA
"Eremopyrum triticeum",413518,"naturalized",NA
"Aegilops triuncialis",387878,"naturalized","Least Concern"
"Carlina vulgaris",3040104,"naturalized",NA
"Melilotus wolgicus",2367425,"naturalized",NA
"Musa balbisiana",254762,"naturalized","Least Concern"
"Hevea brasiliensis",98927,"naturalized","Least Concern"
"Sesbania grandiflora",2590898,"naturalized","Data Deficient"
"Elaeis guineensis",66337,"naturalized","Least Concern"
"Codariocalyx gyroides",2730056,"naturalized",NA
"Melaleuca leucadendra",123740,"naturalized","Data Deficient"
"Sesuvium portulacastrum",2476903,"naturalized","Least Concern"
"Heliconia rostrata",248570,"naturalized",NA
"Passiflora seemannii",2560194,"naturalized",NA
"Hellenia speciosa",475120,"naturalized","Least Concern"
"Trachypogon spicatus",446747,"naturalized",NA
"Sphenoclea zeylanica",2605571,"naturalized","Least Concern"
"Volkameria aculeata",213993,"naturalized","Least Concern"
"Veronica agrestis",2453969,"naturalized",NA
"Cyperus alternifolius",235591,"naturalized","Least Concern"
"Trachyspermum ammi",2438394,"naturalized",NA
"Sterculia apetala",2579936,"naturalized","Least Concern"
"Anredera baselloides",360631,"naturalized",NA
"Capraria biflora",2697734,"naturalized",NA
"Calophyllum calaba",2693247,"naturalized",NA
"Prunus caroliniana",2959079,"naturalized","Least Concern"
"Livistona chinensis",114913,"naturalized","Least Concern"
"Pimenta dioica",156136,"naturalized","Least Concern"
"Ptychosperma elegans",170832,"naturalized","Least Concern"
"Noronhia emarginata",354893,"naturalized","Least Concern"
"Commelina erecta",233875,"naturalized","Least Concern"
"Furcraea hexapetala",307061,"naturalized","Least Concern"
"Valantia hispida",211311,"naturalized",NA
"Oxalis dehradunensis",2395257,"naturalized",NA
"Lantana involucrata",108098,"naturalized","Least Concern"
"Sporobolus junceus",444285,"naturalized",NA
"Digitaria longiflora",409140,"naturalized",NA
"Pteris longifolia",3146990,"naturalized",NA
"Podocarpus macrophyllus",380932,"naturalized","Least Concern"
"Solandra maxima",2579596,"naturalized",NA
"Phyllanthus niruri",154454,"naturalized",NA
"Salvinia auriculata",3145476,"naturalized","Least Concern"
"Smyrnium olusatrum",2473605,"naturalized",NA
"Phoenix reclinata",152699,"naturalized","Least Concern"
"Sideritis romana",191606,"naturalized",NA
"Veronica salicifolia",2462136,"naturalized",NA
"Verbena scabra",212684,"naturalized",NA
"Phymatosorus scolopendria",3153838,"naturalized",NA
