"taxon_name","wcvp_accepted_id","status","redlistCategory"
"Valeriana coronata",2464229,"naturalized",NA
"Halophila decipiens",308072,"naturalized","Least Concern"
"Sedum dendroideum",2483060,"naturalized",NA
"Corchorus depressus",2736352,"naturalized",NA
"Ceropegia dichotoma",502655,"naturalized",NA
"Lycium europaeum",2496714,"naturalized",NA
"Commicarpus helenae",2733351,"naturalized",NA
"Echium hierrense",2784138,"naturalized",NA
"Adiantum hispidulum",3144418,"naturalized",NA
"Blackstonia imperfoliata",2676918,"naturalized",NA
"Melilotus infestus",2367200,"naturalized",NA
"Pelargonium inquinans",2532667,"naturalized",NA
"Myoporum laetum",2501671,"naturalized",NA
"Salvinia natans",3145482,"naturalized","Least Concern"
"Chenopodium nutans",2913641,"naturalized",NA
"Nicotiana paniculata",2382229,"naturalized",NA
"Gnidia polystachya",2828051,"naturalized",NA
"Verbascum pulverulentum",2453499,"naturalized",NA
"Maurandya scandens",2507317,"naturalized",NA
"Scrophularia scorodonia",2587397,"naturalized",NA
"Tara spinosa",2444712,"naturalized","Least Concern"
"Anchusa aegyptiaca",2636440,"naturalized",NA
"Vitis aestivalis",2456568,"naturalized",NA
"Aster amellus",3099441,"naturalized",NA
"Gossypium arboreum",2830992,"naturalized",NA
"Cedrus atlantica",382686,"naturalized","Endangered"
"Lilaeopsis attenuata",2342337,"naturalized",NA
"Ammannia baccifera",2633666,"naturalized","Least Concern"
"Cyperus bellus",235818,"naturalized",NA
"Convolvulus betonicifolius",483865,"naturalized",NA
"Fimbristylis bisumbellata",245296,"naturalized","Least Concern"
"Eleocharis bonariensis",242353,"naturalized",NA
"Verbena canadensis",212152,"naturalized",NA
"Aizoon canariense",2627016,"naturalized",NA
"Ruschia caroli",2420370,"naturalized",NA
"Lilaeopsis carolinensis",2342295,"naturalized",NA
"Actinidia chinensis",2620644,"naturalized",NA
"Vitis berlandieri",2456499,"naturalized",NA
"Fibigia clypeata",2809290,"naturalized",NA
"Ammannia coccinea",2633687,"naturalized",NA
"Hemarthria compressa",418597,"naturalized","Least Concern"
"Castanea crenata",34949,"naturalized","Least Concern"
"Cuminum cyminum",2747364,"naturalized",NA
"Digitaria debilis",408903,"naturalized","Least Concern"
"Fimbristylis ferruginea",245520,"naturalized","Least Concern"
"Eleocharis flavescens",242497,"naturalized","Least Concern"
"Sequoiadendron giganteum",381300,"naturalized","Endangered"
"Najas gracillima",308248,"naturalized","Least Concern"
"Periploca graeca",510262,"naturalized",NA
"Eucalyptus gunnii",73063,"naturalized","Endangered"
"Elatine hungarica",514279,"naturalized",NA
"Ipomoea imperati",481365,"naturalized",NA
"Bowlesia incana",2680996,"naturalized",NA
"Chrysanthemum indicum",2917095,"naturalized",NA
"Myoporum insulare",2501856,"naturalized","Least Concern"
"Styphnolobium japonicum",2598486,"naturalized","Data Deficient"
"Micromeria juliana",127273,"naturalized",NA
"Vitis labrusca",2456207,"naturalized",NA
"Heteranthera limosa",248973,"naturalized",NA
"Vicia melanops",2453096,"naturalized","Least Concern"
"Cutandia memphitica",406073,"naturalized",NA
"Soliva mexicana",3105179,"naturalized",NA
"Secale strictum",441797,"naturalized",NA
"Serapias nurrica",190682,"naturalized","Near Threatened"
"Cyperus odoratus",237787,"naturalized","Least Concern"
"Jasminum officinale",351433,"naturalized",NA
"Picea omorika",380733,"naturalized","Endangered"
"Vicia pannonica",2452657,"naturalized","Least Concern"
"Jacobaea incana",3082604,"naturalized",NA
"Echium pininana",2784279,"naturalized","Endangered"
"Sisyrinchium platense",325098,"naturalized",NA
"Nassella poeppigiana",425567,"naturalized",NA
"Trigonella procumbens",2441213,"naturalized",NA
"Medicago radiata",2369010,"naturalized",NA
"Ammannia robusta",2633791,"naturalized","Least Concern"
"Bellevalia romana",300503,"naturalized",NA
"Pontederia rotundifolia",259504,"naturalized",NA
"Heteranthera rotundifolia",248990,"naturalized",NA
"Bacopa rotundifolia",2667685,"naturalized","Least Concern"
"Escallonia rubra",2801900,"naturalized",NA
"Ipomoea sagittata",482518,"naturalized","Least Concern"
"Plecostachys serpyllifolia",3089925,"naturalized",NA
"Athamanta sicula",2664738,"naturalized",NA
"Eucalyptus sideroxylon",73898,"naturalized","Least Concern"
"Sideroxylon spinosum",192150,"naturalized","Vulnerable"
"Pterocarya stenoptera",2529866,"naturalized","Least Concern"
"Artemisia thuscula",3108808,"naturalized",NA
"Paulownia tomentosa",2542391,"naturalized","Least Concern"
"Malope trifida",2503653,"naturalized",NA
"Lemna valdiviana",109342,"naturalized","Near Threatened"
"Lemna valdiviana",109342,"naturalized","Least Concern"
"Sporobolus versicolor",497650,"naturalized",NA
"Hydrocotyle verticillata",2856386,"naturalized","Least Concern"
"Allocasuarina verticillata",382182,"naturalized","Least Concern"
"Pelargonium zonale",2533854,"naturalized",NA
"Lonicera alpigena",2340042,"naturalized","Least Concern"
"Abies fraseri",381792,"naturalized","Endangered"
"Gagea lutea",307312,"naturalized",NA
"Gagea minima",307324,"naturalized",NA
"Thuja plicata",378546,"naturalized","Least Concern"
"Lonicera ruprechtiana",2340499,"naturalized",NA
"Atriplex sagittata",2665762,"naturalized",NA
"Abies sibirica",382001,"naturalized","Least Concern"
"Larix sibirica",379148,"naturalized","Least Concern"
"Populus suaveolens",3010066,"naturalized","Least Concern"
"Acer tataricum",2616524,"naturalized","Least Concern"
"Ipomoea hildebrandtii",481309,"naturalized",NA
"Abies balsamea",381647,"naturalized","Least Concern"
"Halerpestes cymbalaria",2838086,"naturalized","Least Concern"
"Sempervivum globiferum",2489520,"naturalized",NA
"Glyceria grandis",417812,"naturalized","Least Concern"
"Lonicera involucrata",2339738,"naturalized",NA
"Gratiola neglecta",2831891,"naturalized","Least Concern"
"Achillea salicifolia",3110151,"naturalized",NA
"Pinus sibirica",380017,"naturalized","Least Concern"
"Ceratophyllum submersum",36951,"naturalized","Least Concern"
"Clerodendrum buchananii",42431,"naturalized",NA
"Fimbristylis quinquangularis",245866,"naturalized","Least Concern"
"Derris montana",2761568,"naturalized",NA
"Crinum asiaticum",303325,"naturalized",NA
"Cyperus cyperinus",236237,"naturalized","Least Concern"
"Cystopteris fragilis",3147368,"naturalized",NA
"Ulex minor",2446749,"naturalized","Least Concern"
"Galium uliginosum",87787,"naturalized","Least Concern"
"Cyperus subsquarrosus",489626,"naturalized","Least Concern"
"Erodium aethiopicum",2798086,"naturalized",NA
"Rhinanthus alectorolophus",2527354,"naturalized",NA
"Lavandula angustifolia",108971,"naturalized","Least Concern"
"Silene bellidifolia",2485785,"naturalized",NA
"Trachelium caeruleum",356988,"naturalized",NA
"Dianthus caryophyllus",2764005,"naturalized",NA
"Anemone coronaria",2638132,"naturalized",NA
"Odontarrhena corsica",3009853,"naturalized",NA
"Silene disticha",2488389,"naturalized",NA
"Helleborus foetidus",2844741,"naturalized",NA
"Phlomis fruticosa",152240,"naturalized",NA
"Scolymus grandiflorus",3056238,"naturalized",NA
"Atriplex halimus",2665336,"naturalized",NA
"Scilla hyacinthoides",288689,"naturalized",NA
"Kickxia lanigera",2335124,"naturalized",NA
"Diospyros lotus",384337,"naturalized","Least Concern"
"Pimpinella lutea",2403187,"naturalized",NA
"Malope malacoides",2503616,"naturalized",NA
"Hylotelephium maximum",2856976,"naturalized",NA
"Sedum multiceps",2483553,"naturalized",NA
"Jasminum nudiflorum",351463,"naturalized",NA
"Bupleurum odontites",2686942,"naturalized",NA
"Platanus orientalis",2570462,"naturalized","Data Deficient"
"Cuscuta palaestina",485610,"naturalized",NA
"Helichrysum petiolare",3091445,"naturalized",NA
"Abies pinsapo",381963,"naturalized","Endangered"
"Carpobrotus quadrifidus",2701261,"naturalized",NA
"Linaria reflexa",2499869,"naturalized",NA
"Rumex rugosus",2424780,"naturalized",NA
"Medicago soleirolii",2369206,"naturalized","Data Deficient"
"Helichrysum stoechas",3091930,"naturalized",NA
"Hibiscus syriacus",2850597,"naturalized",NA
"Tilia tomentosa",2517619,"naturalized","Least Concern"
"Torminalis glaberrima",3016492,"naturalized","Least Concern"
"Convolvulus tricolor",484499,"naturalized",NA
"Thapsia villosa",2435585,"naturalized",NA
"Dracunculus vulgaris",64176,"naturalized","Least Concern"
"Pulicaria vulgaris",3113723,"naturalized","Least Concern"
"Centaurea acaulis",3047697,"naturalized",NA
"Onobrychis aequidentata",2389093,"naturalized",NA
"Scutellaria albida",188862,"naturalized",NA
"Corema album",2737495,"naturalized",NA
"Ephedra altissima",332855,"naturalized","Least Concern"
"Arbutus andrachne",2646651,"naturalized","Least Concern"
"Echium arenarium",2783997,"naturalized",NA
"Daucus aureus",2757913,"naturalized","Least Concern"
"Brassica barrelieri",2682017,"naturalized","Least Concern"
"Geranium berteroanum",2822923,"naturalized",NA
"Quercus canariensis",171953,"naturalized","Data Deficient"
"Artemisia capillaris",2901455,"naturalized",NA
"Acer cappadocicum",2615475,"naturalized","Least Concern"
"Campanula carpatica",364195,"naturalized",NA
"Bellevalia ciliata",300404,"naturalized","Data Deficient"
"Polygonum cognatum",2574767,"naturalized",NA
"Scutellaria columnae",189013,"naturalized",NA
"Bergenia crassifolia",2674805,"naturalized",NA
"Malva cretica",2503655,"naturalized",NA
"Silene cretica",2488252,"naturalized",NA
"Achillea crithmifolia",3109769,"naturalized","Least Concern"
"Lagoecia cuminoides",2340987,"naturalized",NA
"Polygala curtissii",2566193,"naturalized",NA
"Lotus drepanocarpus",2345418,"naturalized",NA
"Symphyotrichum dumosum",3103237,"naturalized",NA
"Symphyotrichum ericoides",3103276,"naturalized",NA
"Rosa foetida",2969241,"naturalized",NA
"Helichrysum foetidum",3091122,"naturalized",NA
"Cyrtomium fortunei",3151697,"naturalized",NA
"Ionopsidium glastifolium",2914181,"naturalized",NA
"Carpobrotus glaucescens",2701251,"naturalized",NA
"Odontites glutinosus",2396871,"naturalized",NA
"Ptilostemon gnaphaloides",3043304,"naturalized",NA
"Cuscuta gronovii",485098,"naturalized","Least Concern"
"Tsuga heterophylla",379395,"naturalized","Least Concern"
"Ruscus hypophyllum",286765,"naturalized",NA
"Gladiolus imbricatus",328505,"naturalized",NA
"Buddleja japonica",2685479,"naturalized",NA
"Larix kaempferi",379135,"naturalized","Least Concern"
"Fumaria kralikii",2815408,"naturalized",NA
"Chimaphila maculata",2718270,"naturalized",NA
"Anaphalis margaritacea",2922417,"naturalized",NA
"Chaiturus marrubiastrum",37383,"naturalized",NA
"Lysimachia monelli",2896585,"naturalized",NA
"Rosa moschata",2971825,"naturalized",NA
"Sporobolus neglectus",444366,"naturalized",NA
"Genista numidica",2819427,"naturalized",NA
"Platanus occidentalis",2570459,"naturalized","Least Concern"
"Styrax officinalis",2581185,"naturalized","Least Concern"
"Helichrysum orientale",3091638,"naturalized",NA
"Symphytum orientale",2475647,"naturalized",NA
"Verbascum orientale",2453381,"naturalized",NA
"Platycladus orientalis",378336,"naturalized","Near Threatened"
"Nonea pallens",2379976,"naturalized",NA
"Marrubium peregrinum",120910,"naturalized",NA
"Fumaria petteri",2815536,"naturalized",NA
"Verbascum phoeniceum",2453567,"naturalized",NA
"Ceratostigma plumbaginoides",2711291,"naturalized",NA
"Centaurea pullata",3050493,"naturalized",NA
"Akebia quinata",517411,"naturalized",NA
"Rheum rhaponticum",2425551,"naturalized",NA
"Galium rubioides",87372,"naturalized",NA
"Deutzia scabra",2763337,"naturalized",NA
"Cyperus schweinitzii",238466,"naturalized",NA
"Cheirolophus sempervirens",3046510,"naturalized",NA
"Sigesbeckia serrata",3125737,"naturalized",NA
"Gaultheria shallon",2818048,"naturalized",NA
"Kundmannia sicula",2334431,"naturalized",NA
"Antirrhinum siculum",2642939,"naturalized",NA
"Aurinia sinuata",2666587,"naturalized",NA
"Aloe succotrina",298036,"naturalized",NA
"Phyllostachys sulphurea",434364,"naturalized",NA
"Helianthemum syriacum",2842816,"naturalized",NA
"Andrachne telephioides",8963,"naturalized",NA
"Oxalis tetraphylla",2394281,"naturalized",NA
"Bellevalia trifoliata",300526,"naturalized",NA
"Chimaphila umbellata",2718281,"naturalized",NA
"Pseudognaphalium undulatum",3092507,"naturalized",NA
"Alopecurus utriculatus",391576,"naturalized",NA
"Aegilops ventricosa",387953,"naturalized","Least Concern"
"Geranium versicolor",2824250,"naturalized",NA
"Lythrum virgatum",2354183,"naturalized",NA
"Phyllostachys viridiglaucescens",434385,"naturalized",NA
"Salvia viridis",184146,"naturalized",NA
"Koeleria spicata",548246,"naturalized",NA
"Brassica carinata",2682106,"naturalized",NA
"Ipomoea pileata",481929,"naturalized",NA
"Allamanda schottii",6176,"naturalized",NA
"Dianthera secunda",2763714,"naturalized",NA
"Cleome spinosa",2727610,"naturalized",NA
"Pipturus argenteus",2545318,"naturalized","Least Concern"
"Wollastonia biflora",3121738,"naturalized",NA
"Averrhoa bilimbi",2666745,"naturalized","Least Concern"
"Mimusops coriacea",128429,"naturalized","Least Concern"
"Dactyloctenium ctenoides",406854,"naturalized",NA
"Typha domingensis",270970,"naturalized","Least Concern"
"Buchnera floridana",2685016,"naturalized",NA
"Ouret lanata",2447741,"naturalized",NA
"Cyperus ligularis",237293,"naturalized",NA
"Scadoxus multiflorus",287367,"naturalized",NA
"Torenia polygonoides",2519881,"naturalized",NA
"Dentella repens",60264,"naturalized","Least Concern"
"Mikania scandens",3128442,"naturalized",NA
"Nuphar advena",2384504,"naturalized",NA
"Genista aetnensis",2819007,"naturalized","Least Concern"
"Berberis aggregata",2673383,"naturalized",NA
"Cornus alba",47268,"naturalized",NA
"Hedera algeriensis",96567,"naturalized",NA
"Campanula alliariifolia",363888,"naturalized",NA
"Nothofagus alpina",135739,"naturalized","Least Concern"
"Cotula alpina",3105037,"naturalized",NA
"Laburnum alpinum",2350829,"naturalized","Least Concern"
"Galanthus alpinus",307512,"naturalized",NA
"Buddleja alternifolia",2685301,"naturalized","Least Concern"
"Bistorta amplexicaulis",2676763,"naturalized",NA
"Yushania anceps",450222,"naturalized",NA
"Crocus ancyrensis",327129,"naturalized",NA
"Lobelia angulata",352017,"naturalized",NA
"Acaena anserinifolia",2937848,"naturalized",NA
"Dicksonia antarctica",3146522,"naturalized",NA
"Luma apiculata",115598,"naturalized","Least Concern"
"Araucaria araucana",14339,"naturalized","Endangered"
"Linaria arenaria",2498065,"naturalized",NA
"Pleioblastus argenteostriatus",434690,"naturalized",NA
"Rosa arvensis",2965490,"naturalized",NA
"Lysimachia foemina",2896577,"naturalized",NA
"Gentiana asclepiadea",2819987,"naturalized",NA
"Primula auricula",2564954,"naturalized",NA
"Eriolarynx australis",3221681,"naturalized",NA
"Olearia avicenniifolia",3095862,"naturalized",NA
"Silene baccifera",2485868,"naturalized",NA
"Correa backhouseana",2738156,"naturalized",NA
"Arenaria balearica",2649106,"naturalized",NA
"Echinops bannaticus",3040299,"naturalized",NA
"Veronica barkeri",2454051,"naturalized","Vulnerable"
"Cynoglottis barrelieri",2752208,"naturalized",NA
"Jasminum beesianum",351776,"naturalized",NA
"Anaphalioides bellidioides",3093388,"naturalized",NA
"Fascicularia bicolor",245007,"naturalized",NA
"Crocus biflorus",327161,"naturalized",NA
"Scilla bithynica",288655,"naturalized",NA
"Cicerbita bourgaei",3061440,"naturalized",NA
"Cerastium brachypetalum",2710087,"naturalized",NA
"Veronica brachysiphon",2453676,"naturalized",NA
"Carex buchananii",225190,"naturalized",NA
"Narcissus bulbocodium",282778,"naturalized",NA
"Symphytum bulbosum",2475951,"naturalized",NA
"Catananche caerulea",3056284,"naturalized",NA
"Sisyrinchium californicum",324996,"naturalized",NA
"Lysichiton camtschatcensis",116109,"naturalized",NA
"Spiraea canescens",2992823,"naturalized","Least Concern"
"Phygelius capensis",2549222,"naturalized",NA
"Valeriana carinata",3225841,"naturalized",NA
"Ochagavia carnea",255727,"naturalized",NA
"Reineckea carnea",286758,"naturalized",NA
"Silene catholica",2485378,"naturalized",NA
"Abies cephalonica",381681,"naturalized","Least Concern"
"Oemleria cerasiformis",2951813,"naturalized","Least Concern"
"Verbascum chaixii",2454984,"naturalized",NA
"Corydalis cheilanthifolia",2738580,"naturalized",NA
"Calceolaria chelidonioides",2691034,"naturalized",NA
"Libertia chilensis",323176,"naturalized",NA
"Aralia chinensis",13997,"naturalized","Vulnerable"
"Crocus chrysanthus",327214,"naturalized",NA
"Centaurea cineraria",2926076,"naturalized",NA
"Clematis cirrhosa",2725797,"naturalized",NA
"Lathraea clandestina",2497818,"naturalized",NA
"Gentiana clusii",2820247,"naturalized",NA
"Phormium colensoi",284212,"naturalized",NA
"Lamium confertum",107420,"naturalized",NA
"Sedum confusum",2482821,"naturalized",NA
"Rhus copallinum",2422860,"naturalized","Least Concern"
"Blechnum cordatum",3175994,"naturalized",NA
"Crambe cordifolia",2741254,"naturalized",NA
"Rhus coriaria",2422872,"naturalized","Least Concern"
"Viola cornuta",2463833,"naturalized",NA
"Cyclamen coum",2749722,"naturalized",NA
"Veronica crista-galli",2453804,"naturalized",NA
"Karpatiosorbus croceocarpa",3015175,"naturalized","Data Deficient"
"Aeonium cuneatum",2623568,"naturalized",NA
"Saxifraga cuneifolia",2584429,"naturalized",NA
"Narcissus cyclamineus",282693,"naturalized","Least Concern"
"Saxifraga cymbalaria",2584094,"naturalized",NA
"Karpatiosorbus hybrida",3015168,"naturalized",NA
"Oscularia deltoides",2390903,"naturalized",NA
"Ligularia dentata",3077243,"naturalized",NA
"Veronica dieffenbachii",2453927,"naturalized",NA
"Mentha diemenica",124624,"naturalized",NA
"Vinca difformis",213148,"naturalized",NA
"Maianthemum dilatatum",281335,"naturalized",NA
"Holodiscus discolor",2949767,"naturalized",NA
"Papaver lecoqii",2560746,"naturalized",NA
"Eriobotrya elliptica",2948327,"naturalized","Near Threatened"
"Hippocrepis emerus",2851438,"naturalized",NA
"Cirsium erisithales",3041709,"naturalized",NA
"Oxalis exilis",2399925,"naturalized",NA
"Dicentra eximia",2765607,"naturalized",NA
"Bupleurum falcatum",2686570,"naturalized",NA
"Lampranthus falciformis",2342600,"naturalized",NA
"Semiarundinaria fastuosa",441852,"naturalized",NA
"Weigela florida",2466673,"naturalized",NA
"Primula florindae",2565481,"naturalized",NA
"Scilla forbesii",288658,"naturalized",NA
"Pleioblastus variegatus",434891,"naturalized","Least Concern"
"Felicia fruticosa",3094929,"naturalized",NA
"Bupleurum fruticosum",2686685,"naturalized",NA
"Berberis gagnepainii",2673804,"naturalized",NA
"Eryngium giganteum",2799295,"naturalized",NA
"Filipendula glaberrima",2948492,"naturalized",NA
"Berberis glaucocarpa",2673827,"naturalized","Least Concern"
"Viburnum glomeratum",2455742,"naturalized","Least Concern"
"Salvia glutinosa",182731,"naturalized",NA
"Acorus gramineus",2322,"naturalized","Least Concern"
"Lathyrus grandiflorus",2350553,"naturalized","Least Concern"
"Olearia haastii",3096371,"naturalized",NA
"Pulsatilla halleri",2544595,"naturalized","Least Concern"
"Veronica sublobata",2462163,"naturalized",NA
"Cymbalaria hepaticifolia",2750536,"naturalized",NA
"Cardamine heptaphylla",2699838,"naturalized",NA
"Erepsia heteropetala",2792420,"naturalized",NA
"Geranium himalayense",2823383,"naturalized",NA
"Chaerophyllum hirsutum",2714241,"naturalized",NA
"Aristolochia hirta",2651481,"naturalized",NA
"Genista hispanica",2819279,"naturalized","Least Concern"
"Inula hookeri",3114281,"naturalized",NA
"Legousia hybrida",352837,"naturalized",NA
"Ruscus hypoglossum",286774,"naturalized",NA
"Galanthus ikariae",307551,"naturalized","Vulnerable"
"Prunus incisa",2959959,"naturalized","Data Deficient"
"Acaena inermis",2938291,"naturalized",NA
"Hyacinthoides italica",278551,"naturalized",NA
"Astilbe japonica",2656758,"naturalized",NA
"Cryptomeria japonica",382991,"naturalized","Near Threatened"
"Primula japonica",2565544,"naturalized",NA
"Fatsia japonica",84268,"naturalized",NA
"Odontites jaubertianus",2396926,"naturalized",NA
"Phedimus kamtschaticus",2411241,"naturalized",NA
"Sorbaria kirilowii",2991295,"naturalized",NA
"Crocus kotschyanus",327320,"naturalized",NA
"Leptospermum lanigerum",111356,"naturalized","Least Concern"
"Kalmia latifolia",2333573,"naturalized","Least Concern"
"Zizania latifolia",450610,"naturalized",NA
"Iris latifolia",322036,"naturalized",NA
"Karpatiosorbus latifolia",3015137,"naturalized","Vulnerable"
"Triteleia laxa",290477,"naturalized",NA
"Anemanthele lessoniana",393675,"naturalized",NA
"Scilla lilio-hyacinthus",288631,"naturalized",NA
"Helleborus argutifolius",2844708,"naturalized",NA
"Crocus longiflorus",327335,"naturalized","Least Concern"
"Erythranthe lutea",3001057,"naturalized",NA
"Olearia macrodonta",3096072,"naturalized",NA
"Brunnera macrophylla",2684249,"naturalized",NA
"Pachyphragma macrophyllum",2412995,"naturalized",NA
"Geranium maderense",2823556,"naturalized","Critically Endangered"
"Sidalcea malviflora",2602186,"naturalized",NA
"Erodium manescavi",2798336,"naturalized",NA
"Gunnera manicata",370419,"naturalized",NA
"Lotus maritimus",2345120,"naturalized","Least Concern"
"Cornus mas",47432,"naturalized","Least Concern"
"Crocosmia masoniorum",327108,"naturalized",NA
"Spiraea media",2993374,"naturalized",NA
"Oxalis megalorrhiza",2393848,"naturalized",NA
"Ionopsidium megalospermum",2914111,"naturalized",NA
"Tolmiea menziesii",2520732,"naturalized",NA
"Scilla messeniaca",288623,"naturalized",NA
"Berberis microphylla",2674137,"naturalized",NA
"Satureja montana",185794,"naturalized",NA
"Spergula morisonii",2487622,"naturalized",NA
"Hydrocotyle moschata",2856193,"naturalized",NA
"Gaultheria mucronata",2817917,"naturalized",NA
"Silene macrophylla",2488834,"naturalized",NA
"Polystichum munitum",3151340,"naturalized",NA
"Ononis natrix",2389313,"naturalized",NA
"Cytisus nigricans",2754790,"naturalized","Least Concern"
"Crocus nudiflorus",327378,"naturalized",NA
"Nothofagus obliqua",135783,"naturalized","Least Concern"
"Anchusa ochroleuca",2636601,"naturalized",NA
"Astragalus odoratus",2661564,"naturalized",NA
"Cirsium oleraceum",3042201,"naturalized",NA
"Helleborus orientalis",2844792,"naturalized",NA
"Chaenorhinum origanifolium",2714005,"naturalized",NA
"Rhododendron tomentosum",2427484,"naturalized","Least Concern"
"Crocosmia paniculata",327111,"naturalized",NA
"Olearia paniculata",3096142,"naturalized",NA
"Sporobolus michauxianus",498021,"naturalized","Least Concern"
"Darmera peltata",2757510,"naturalized",NA
"Blechnum penna-marina",3175383,"naturalized",NA
"Prunus pensylvanica",2961130,"naturalized","Least Concern"
"Myrica pensylvanica",2500825,"naturalized","Least Concern"
"Chamaecyparis pisifera",382850,"naturalized","Least Concern"
"Galanthus plicatus",307594,"naturalized","Least Concern"
"Cicerbita plumieri",3061516,"naturalized","Data Deficient"
"Rodgersia podophylla",2527567,"naturalized",NA
"Kalmia polifolia",2333582,"naturalized","Least Concern"
"Crocosmia pottsii",327114,"naturalized",NA
"Veronica praecox",2463036,"naturalized",NA
"Arisarum proboscideum",15825,"naturalized","Least Concern"
"Abies procera",381974,"naturalized","Least Concern"
"Gaultheria procumbens",2817983,"naturalized",NA
"Primula prolifera",2564074,"naturalized",NA
"Ligularia przewalskii",3077471,"naturalized",NA
"Narcissus minor",282027,"naturalized",NA
"Narcissus nobilis",282050,"naturalized",NA
"Narcissus bicolor",282770,"naturalized",NA
"Geranium psilostemon",2823869,"naturalized",NA
"Eucalyptus pulchella",73718,"naturalized","Near Threatened"
"Crocus pulchellus",327425,"naturalized",NA
"Primula pulverulenta",2564067,"naturalized",NA
"Anthemis punctata",3111035,"naturalized",NA
"Campanula pyramidalis",365752,"naturalized",NA
"Verbascum pyramidatum",2453489,"naturalized",NA
"Valeriana pyrenaica",2464690,"naturalized",NA
"Chimonobambusa quadrangularis",404554,"naturalized",NA
"Geum quellyon",2949464,"naturalized",NA
"Aralia racemosa",14225,"naturalized",NA
"Cardamine raphanifolia",2700352,"naturalized",NA
"Galanthus reginae-olgae",307605,"naturalized","Vulnerable"
"Brachyglottis repanda",3078841,"naturalized",NA
"Cyclamen repandum",2749826,"naturalized",NA
"Veronica repens",2463091,"naturalized","Least Concern"
"Geranium reuteri",2823957,"naturalized",NA
"Viburnum rhytidophyllum",2458545,"naturalized",NA
"Sagittaria rigida",287483,"naturalized","Least Concern"
"Aristolochia rotunda",2651846,"naturalized",NA
"Pulmonaria rubra",2413028,"naturalized",NA
"Solidago rugosa",3101381,"naturalized",NA
"Polygonum rurivagum",2573855,"naturalized",NA
"Rumex salicifolius",2424779,"naturalized",NA
"Heuchera sanguinea",2848854,"naturalized",NA
"Viburnum sargentii",2458495,"naturalized",NA
"Eurybia schreberi",3094714,"naturalized",NA
"Scrophularia scopolii",2587402,"naturalized",NA
"Plagiobothrys scouleri",2413164,"naturalized",NA
"Rumex scutatus",2424805,"naturalized",NA
"Crocus autumnalis",327149,"naturalized",NA
"Rosa setigera",2974315,"naturalized",NA
"Berberis soulieana",2674454,"naturalized",NA
"Fargesia spathacea",414258,"naturalized",NA
"Sedum spathulifolium",2489058,"naturalized",NA
"Crocus speciosus",327734,"naturalized",NA
"Legousia speculum-veneris",358587,"naturalized",NA
"Acanthus spinosus",2615301,"naturalized",NA
"Iris spuria",322411,"naturalized","Least Concern"
"Leptinella squalida",3106489,"naturalized",NA
"Phedimus stellatus",2411230,"naturalized",NA
"Phedimus stolonifer",2411228,"naturalized",NA
"Sisyrinchium striatum",324624,"naturalized",NA
"Phuopsis stylosa",153202,"naturalized",NA
"Sagittaria subulata",287476,"naturalized",NA
"Juncus subulatus",315866,"naturalized","Least Concern"
"Sinacalia tangutica",3077135,"naturalized",NA
"Symphytum tauricum",2475642,"naturalized",NA
"Asperula taurina",17145,"naturalized",NA
"Vicia tenuifolia",2450658,"naturalized","Least Concern"
"Erica terminalis",2794572,"naturalized",NA
"Jacobaea thuretii",3082767,"naturalized",NA
"Spiraea tomentosa",2993774,"naturalized",NA
"Pelargonium tomentosum",2533811,"naturalized",NA
"Olearia traversiorum",3215387,"naturalized","Lower Risk/near threatened"
"Narcissus triandrus",282111,"naturalized","Least Concern"
"Cardamine trifolia",2700520,"naturalized",NA
"Viburnum trilobum",2458670,"naturalized",NA
"Iris tuberosa",322521,"naturalized",NA
"Eucalyptus urnigera",74083,"naturalized","Least Concern"
"Fumaria vaillantii",2815620,"naturalized",NA
"Oxalis valdiviensis",2394462,"naturalized",NA
"Coronilla valentina",2738042,"naturalized","Least Concern"
"Sasa veitchii",440864,"naturalized",NA
"Iris versicolor",322551,"naturalized","Least Concern"
"Eucalyptus viminalis",74103,"naturalized","Near Threatened"
"Rosa virginiana",2975950,"naturalized",NA
"Aconitum vulparia",2619756,"naturalized",NA
"Koenigia weyrichii",3009536,"naturalized",NA
"Berberis wilsoniae",2674666,"naturalized",NA
"Veronica acinifolia",2453985,"naturalized",NA
"Sonchus bulbosus",3062456,"naturalized",NA
"Santolina chamaecyparissus",3112244,"naturalized",NA
"× Hesperotropsis leylandii",473509,"naturalized",NA
"Callitropsis nootkatensis",456789,"naturalized","Least Concern"
"Prunus serrulata",2961630,"naturalized","Least Concern"
"Peltaria alliacea",2411972,"naturalized",NA
"Sidalcea candida",2602170,"naturalized",NA
"Teucrium chamaedrys",202772,"naturalized",NA
"Campanula cochleariifolia",364305,"naturalized",NA
"Leucothoe fontanesiana",2349823,"naturalized",NA
"Nertera granadensis",135230,"naturalized",NA
"Primula juliae",2565597,"naturalized",NA
"Koenigia mollis",3009555,"naturalized",NA
"Thermopsis montana",2443816,"naturalized","Least Concern"
"Montia parvifolia",2508961,"naturalized","Least Concern"
"Geranium platypetalum",2823825,"naturalized",NA
"Aquilegia pyrenaica",2644957,"naturalized",NA
"Astilbe rivularis",2656794,"naturalized",NA
"Phyteuma scheuchzeri",355310,"naturalized",NA
"Fagopyrum cymosum",2807303,"naturalized",NA
"Eryngium amethystinum",2799092,"naturalized",NA
