"species","native_area_km2","threatened_area_km2","ratio","nonnative_area_km2"
"Carpinus betulus",3477559.7120088,251236.620005583,0.0722450916192771,80575.2185917558
"Carrichtera annua",156068.433004308,5027.97853426548,0.0322164991182215,746295.826027737
"Carum carvi",4936815.63650986,476520.326587059,0.0965238246012241,565310.430917924
"Castanea dentata",992983.259820335,619599.574873573,0.62397786543318,33305.3458129279
"Castanea sativa",569278.757195164,136697.404710465,0.240123846152231,974854.389815922
"Catalpa longissima",25450.1939466947,75.7511351505756,0.00297644628206904,1680.07911521562
"Catananche caerulea",1074387.5430416,7486.25737357648,0.00696793016827322,110322.086828327
"Catapodium marinum",454059.401622973,2086.99402378565,0.00459630175330799,6794.84437920981
"Catapodium rigidum",1821861.97359505,29646.9113630518,0.0162728635828268,598769.750272164
"Caucalis platycarpos",1469872.9063055,394039.556915831,0.268077297857161,10698.9121191708
"Cedrela odorata",1303293.81347947,485549.016057752,0.372555298763719,208226.716943282
"Ceiba pentandra",1804829.67805819,28621.8794455723,0.0158584933490048,236195.926023498
"Celtis australis",1746381.61068421,5509.97533727063,0.00315508094196656,541170.206227552
"Celtis caucasica",103487.489513805,13231.6835151415,0.127857807521522,5298.13276540951
"Centaurea calcitrapa",1406315.9801276,41498.0014160806,0.0295083053897428,923108.63316736
"Centaurea cyanus",546917.003335563,99125.3359167725,0.181243836472851,4757842.18596298
"Centaurea montana",1635635.11580135,138858.372675787,0.0848956905695655,1574188.21255482
"Centaurea nemoralis",515775.976017673,18736.2900870049,0.0363264109966279,1660.04790106862
"Centaurea nigra",1886841.58744312,68899.7826073392,0.0365159338578635,577118.592466292
"Centaurea nigrescens",610289.313657261,41071.5729001107,0.0672985287158027,320386.957727072
"Centaurea phrygia",1525193.29319132,55738.1855323958,0.0365449977922268,53730.1310327058
"Centaurea solstitialis",2227645.01474694,30529.4463876398,0.0137048076266801,1279589.39449316
"Centaurea stoebe",1902667.30156301,134383.988322038,0.0706292625156507,2991634.5576335
"Centaurium erythraea",3723845.34799792,507832.07852257,0.136373031386924,1340259.82518926
"Centaurium maritimum",486601.070654489,4655.66548146777,0.00956772551939887,61266.5180031924
"Centaurium pulchellum",2400453.81009887,545920.959945536,0.227424063586981,1061384.32054268
"Centaurium tenuiflorum",552802.251635993,1204.37578090818,0.00217867379762634,992172.628175714
"Centella erecta",515302.380288938,3575.33565650735,0.00693832552161432,14027.7154506884
"Cephalaria alpina",85012.0567894654,6860.72034910448,0.0807029097777887,4220.39218826
"Cephalaria syriaca",39901.9264590418,14027.2718442717,0.351543724553508,6773.59736012655
"Cerastium brachypetalum",1542897.13574803,35927.4598326699,0.0232857129618374,74746.1140123027
"Cerastium comatum",18237.1255607332,5017.50856026788,0.27512606323615,39578.9333922676
"Cerastium diffusum",691540.983892407,37681.0327615302,0.0544885026906702,90105.5381191098
"Cerastium fontanum",3113777.95388272,68512.465639643,0.0220030029932647,1953883.20559664
"Cerastium glomeratum",2867440.6085366,83021.9785350672,0.0289533384886523,3320708.57006731
"Cerastium holosteoides",5478639.97715058,37027.996635326,0.0067586110402867,849824.716619342
"Cerastium pumilum",1585995.29430005,27433.2110729113,0.0172971579244303,117469.258879404
"Cerastium semidecandrum",2173414.23489747,50947.0211119022,0.0234410082964721,433328.535484274
"Ceratocapnos claviculata",931896.451589515,3306.54909292743,0.00354819367247028,91469.8375780022
"Ceratophyllum demersum",7380851.83305746,100032.999085682,0.0135530425685628,95447.8802740209
"Ceratophyllum submersum",1235164.43336845,458110.539271345,0.370890325931763,39306.9463974462
"Cercis canadensis",3167025.7638671,130538.086794752,0.0412178796535454,174346.709209368
"Ceriops tagal",357636.225828873,482.790165074776,0.00134994760096196,33549.7687768124
"Chaerophyllum aureum",993319.808531584,72767.1886829513,0.0732565565067331,97920.326642877
"Chaerophyllum bulbosum",1224335.97330501,31868.0449007267,0.0260288397919904,42774.1685125667
"Chaerophyllum hirsutum",1156697.55528691,919.523090173764,0.000794955505845851,8918.00367049046
"Chaerophyllum temulum",2649735.73808505,53577.5955689984,0.0202199769580488,25393.6012718675
"Chaiturus marrubiastrum",671248.890506648,12390.7978091636,0.0184593196121504,360179.66413724
"Chamaecytisus hirsutus",557256.059698867,13737.7360948517,0.0246524660535326,2782.12931824643
"Chamaemelum nobile",1149095.80097538,144605.869852959,0.125843180116239,156143.432276031
"Chamaerops humilis",940081.664196757,229.061964630424,0.000243661772539882,1167.99977777911
"Chasmanthe bicolor",17283.678221685,17174.8176301944,0.993701537942662,18879.2106350834
"Chenopodiastrum murale",2050274.36839582,458575.989405267,0.223665669567955,1589478.24387868
"Chenopodium hircinum",14123.0107336377,5611.93180205862,0.397360867870213,3866.16468570979
"Chenopodium opulifolium",1199826.69620546,269395.069970486,0.224528317983312,60491.6420193257
"Chenopodium pratericola",143839.89595633,15227.0145275439,0.105860856101891,43084.3205654852
"Chenopodium vulvaria",2240210.71664572,492993.540946724,0.220065700643057,279114.207094513
"Chimaphila umbellata",4657486.18656332,696784.075786169,0.149605183542222,19427.3292444941
"Chloranthus erectus",54998.2488335576,411.567638239311,0.00748328623125524,38096.4391745104
"Chorispora tenella",1159181.64968124,3066.61707208461,0.00264550174075641,2082947.99114627
"Chrysopogon aciculatus",322783.886082672,65130.074519621,0.201776102611702,108512.321734806
"Cicendia filiformis",902077.604907464,169115.471290856,0.187473306477001,258206.234167626
"Cicerbita alpina",1156851.20313695,5906.95484623465,0.00510606275916662,1796.72652432706
"Cicerbita macrophylla",122095.442553352,22466.1215527501,0.184004587582645,399530.614919063
"Cicerbita plumieri",180336.943133412,9775.03444015682,0.0542042815538097,32931.1788930544
"Circaea lutetiana",2888691.12520662,103403.969415651,0.0357961322044268,22248.2137367818
"Cirsium canum",816861.369192468,114027.24766859,0.139591920941635,16371.5526912686
"Cirsium erisithales",463910.558470757,68442.6240105527,0.14753409414989,239.766392435244
"Cirsium heterophyllum",3333366.3685396,143915.344310096,0.0431741754126919,25098.1230825463
"Cirsium lineare",38944.7205741497,3921.91094759869,0.100704559944948,9187.03744260831
"Cirsium oleraceum",3216788.77514067,71825.6996793731,0.0223283854490048,139224.948425326
"Cirsium rivulare",1086248.77300956,80694.5383157983,0.0742873458832329,22929.8419976863
"Cirsium vulgare",6960926.40339475,3554.35702765947,0.000510615516050573,9330294.48639669
"Cissampelos pareira",685301.155697861,75.7511351505756,0.000110537001901647,30331.2827846071
"Cissus verticillata",1441574.5873383,218.473867803894,0.000151552246913065,44334.7368764375
"Cistus inflatus",182571.584526936,18404.9955305585,0.100809748561081,11171.7461999882
"Cistus laurifolius",827858.195710734,442.539623073352,0.000534559693153031,2042.94494061354
"Cistus monspeliensis",1033593.58915164,229.061964630424,0.000221617052422351,23515.9684034407
"Cistus salviifolius",1845560.93292786,41641.0835461102,0.0225628332303552,83469.4500427001
"Citrullus colocynthis",1216472.88493825,4965.20400092506,0.00408163968338439,1035759.12872605
"Clausena excavata",66130.6968532019,482.790165074776,0.00730054555672507,2305.85979806575
"Claytonia sibirica",499557.858321938,1300.56831745625,0.0026034388125231,472259.998790047
"Clematis alpina",834903.607324906,7942.89463497875,0.00951354691163496,56840.7752049634
"Clematis orientalis",352205.947010889,2623.23461311011,0.00744801340060565,67223.924148872
"Clematis recta",1065346.75427606,98014.4427829835,0.0920023855046029,72014.3940223132
"Clerodendrum quadriloculare",86590.4120274343,70463.1355460748,0.813752168354969,9173.88509500338
"Clianthus puniceus",52629.4578042649,51953.0277318507,0.987147310638657,147.058639927233
"Clinopodium acinos",3592953.71472871,139940.806683332,0.038948680610515,218921.34103289
"Clinopodium arkansanum",294088.038039229,36460.6850906401,0.12397881033766,45537.2548494401
"Clinopodium menthifolium",1213615.06325977,24373.0338862488,0.0200830021183016,19679.9520629893
"Clinopodium nepeta",1442257.93465152,37104.4947445339,0.0257266705580643,40977.0548468788
"Clypeola jonthlaspi",623434.472403881,7546.09848609658,0.012104076402769,19285.3179738911
"Coccoloba uvifera",810119.361298438,300.408340572095,0.000370819850658313,38623.8534441313
"Cocculus hirsutus",252870.995907064,700.06133261483,0.00276845246764528,72270.3815488242
"Cochlearia danica",958100.343244754,331.391017185737,0.000345883413488226,221414.206127901
"Cochlearia officinalis",619867.019863837,70009.5969814056,0.112942929270191,38623.4213963109
"Coleus scutellarioides",713439.566956871,482.790165074776,0.000676707863476209,328328.795867899
"Colubrina asiatica",181287.025864475,8517.90157894379,0.0469857207835245,34787.195814371
"Colutea arborescens",1768869.04598378,360420.516098438,0.203757602586112,521261.880047804
"Commelina benghalensis",2714389.71421175,411.567638239311,0.000151624372905801,432286.357541926
"Commelina caroliniana",24380.2976089854,19655.4805965752,0.806203472648797,51474.3670030645
"Commelina erecta",5677524.54258435,113934.488545439,0.0200676347043279,13460.8553924661
"Commelina paludosa",114633.004794837,5967.27363035126,0.0520554585569062,4561.46087219742
"Conium maculatum",3906434.57460663,78203.5249394231,0.0200191564573427,4072527.44117835
"Conocarpus erectus",863192.19800602,32282.6823801595,0.0373991823081033,13669.3701418143
"Conopodium majus",1261830.8398675,12071.7952578506,0.00956688874327892,13218.6752666709
"Conringia orientalis",409031.699455875,274655.522690622,0.671477352625701,426370.477176628
"Convallaria majalis",5638613.86626267,8061.95329033814,0.00142977573594372,2308226.04526512
"Convolvulus arvensis",9289738.63300277,57834.927372911,0.00622567863938026,6724996.53868999
"Corchorus trilocularis",189623.627079275,5363.39270270051,0.0282844115225065,138258.229159196
"Corispermum marschallii",108025.615092808,8529.03557127592,0.0789538255713554,15606.8855325539
"Cormus domestica",1341868.93137261,96870.3164053954,0.072190594878969,18598.9672554109
"Cornus canadensis",4011772.17094252,2138.07234493579,0.000532949592806382,2063.42074935709
"Cornus mas",2587088.3544689,84148.459394189,0.03252631834117,435655.249196469
"Cornus sanguinea",4406012.05697188,18904.6977844013,0.00429065956696313,111807.727404551
"Coronilla scorpioides",1091428.33349179,442.539623073352,0.00040546832942988,4865.21980832976
"Coronilla securidaca",187109.79910069,41832.9678657958,0.223574436330211,5734.10670843651
"Coronilla varia",3820014.86695627,3159.8314486228,0.000827177788221675,3841148.98053234
"Corrigiola litoralis",1188035.34724378,290497.645389159,0.244519362208463,48079.6168986954
"Corydalis bracteata",376756.385237866,18529.5619589002,0.0491818126644398,16886.4616625299
"Corydalis cava",2352426.07532213,168265.89766054,0.071528665417254,100046.239203993
"Corydalis ochotensis",119649.284939645,5690.01794485953,0.0475558040127843,3885.52657768771
"Corylus avellana",5884153.64650353,31909.1996960487,0.00542290388950154,88590.0003982615
"Corynephorus canescens",1792979.85949338,24334.1750693392,0.0135719176880297,16037.3585055699
"Cota tinctoria",4540003.07857336,83990.6084955362,0.018500121484924,866310.874469995
"Cotinus coggygria",2714945.23213509,83128.1085705435,0.0306187055217942,1048088.99805916
"Crambe cordifolia",3186.89689035158,1309.53188000571,0.410911279862977,24335.7574562654
"Crambe maritima",776891.911953516,141321.971121673,0.181906863679807,16704.3434263687
"Crambe orientalis",109186.97800128,7851.69588369087,0.0719105522235337,7243.33354593517
"Crassula campestris",58398.8854286843,841.68086722945,0.0144126186835757,2676.94250326694
"Crassula helmsii",521750.680519431,9068.9804190434,0.0173818276768029,488161.326785415
"Crassula peduncularis",425818.494776613,14597.2267367849,0.0342803962623622,2055.05249828525
"Crassula tillaea",1125494.01855727,65677.0292619344,0.0583539567328159,217427.711028054
"Crassula vaillantii",321572.39469921,2121.7036118717,0.00659790344832395,43954.4374248211
"Crinum asiaticum",556238.41043018,482.790165074776,0.000867955459425031,92651.8951895919
"Crinum moorei",90885.1298824681,90283.6701488448,0.99338219866769,8438.33340112447
"Crinum zeylanicum",9557.01188695592,8881.32255495217,0.929299101016502,11153.7323529971
"Crithmum maritimum",959070.039459434,25689.4130471148,0.0267857528544988,10839.4919026397
"Crocosmia masoniorum",4425.80600170538,4425.80600170538,1,45408.8946623285
"Crocus chrysanthus",128900.60713797,6104.07432667253,0.0473548919761021,145435.834522518
"Crocus heuffelianus",183471.183277006,8235.80055043762,0.0448887961767988,119.818814209452
"Crocus sativus",33596.7988298055,15041.2694591336,0.447699482778987,3064.59008744425
"Crocus speciosus",114047.715556375,41506.8655669903,0.363942980922515,107752.318611363
"Crocus tommasinianus",49965.655204597,26189.1398317803,0.524142828199535,578633.953282276
"Crocus vernus",932183.728123047,19584.6466350931,0.0210094276956827,669213.566734836
"Crossostephium chinense",81667.1092145005,44010.6224232917,0.538902660405143,43219.4941282587
"Crotalaria alata",91070.4990224448,10332.4935556976,0.113455989223812,2341.94058663495
"Crotalaria grahamiana",5899.07685871997,5899.07685871997,1,92988.920136592
"Crotalaria laburnifolia",236395.202910042,14196.707348176,0.0600549722389182,22259.5460085003
"Cruciata glabra",1737863.33697389,70465.1974065816,0.0405470303144097,69127.9268686242
"Cruciata laevipes",2826499.33658346,2636.72740677447,0.000932859729576878,28767.6860690222
"Cruciata pedemontana",414125.930861416,24132.5554627372,0.0582734710974014,710132.453794237
"Crupina vulgaris",932921.694199185,17315.9249948723,0.0185609629431291,37174.9623369664
"Culcita macrocarpa",47142.3685511097,46266.1061946824,0.981412424038956,8693.16362291391
"Cullen corylifolium",171131.1223059,149095.709408807,0.871236671622452,5108.58296265174
"Cupressus sempervirens",228006.942369375,9483.84497237134,0.0415945447705156,92483.9590370919
"Curculigo capitulata",164946.970302914,411.567638239311,0.00249515124456966,33668.5628700624
"Cuscuta australis",574464.061127267,4363.087047636,0.00759505658034437,20259.8854856143
"Cuscuta chinensis",99971.4376938338,4910.89762850974,0.0491230069487401,9247.84314652823
"Cuscuta epilinum",101117.615269456,101117.615269456,1,177077.144356974
"Cuscuta epithymum",2610440.73495111,252061.876559757,0.0965591262750802,427733.942689961
"Cuscuta europaea",2755656.63984774,138.337516587112,5.02012894446659e-05,260066.595437234
"Cuscuta lupuliformis",635296.33761434,1082.69624546389,0.00170423813480434,136099.356195962
"Cuscuta monogyna",174987.058644268,25304.6006370978,0.144608411805697,25962.9958300753
"Cyathula prostrata",782316.244422631,6469.48726504896,0.00826965732997606,204334.582228412
"Cycas circinalis",111723.278864296,110899.762816788,0.992628966354374,593.879091299925
"Cyclamen coum",237445.099894296,56011.15311213,0.235890962319562,106230.164974657
"Cyclamen purpurascens",644530.261590881,75615.8268702881,0.117319280996438,4188.818300311
"Cyclamen repandum",300414.641782042,3462.52192360655,0.0115258094714261,46922.4389912846
"Cylindropuntia tunicata",288971.327220334,60782.3945149456,0.210340572885283,132792.520112924
"Cynara cardunculus",943037.681359757,299854.396680249,0.317966506118708,541684.240881258
"Cynodon dactylon",8359352.28482169,118481.946653559,0.014173579796211,5653410.57585444
"Cynosurus echinatus",1236095.87381473,30238.4878187397,0.0244628984363651,841494.940770927
"Cyperus articulatus",654608.227142636,2882.57755016667,0.00440351561536145,4757.49630218841
"Cyperus corymbosus",16063.3620610749,7587.71613843899,0.472361645687218,1294.79358065442
"Cyperus distans",415986.300555736,602.920216651886,0.00144937517376513,4064.3437513366
"Cyperus dubius",174178.671040088,15268.6218577618,0.0876606863893665,8978.4559408259
"Cyperus flavescens",1658880.78412899,394772.919226008,0.23797546092698,30456.78196238
"Cyperus fuscus",2694971.90601052,157262.159172143,0.058353914124821,66803.0901531572
"Cyperus glomeratus",447393.861922105,10157.1412459708,0.0227029070142657,80612.3927411589
"Cyperus hamulosus",24194.9425724027,2364.42154011723,0.0977237921950741,7115.47836763595
"Cyperus iria",1381519.13244397,411.567638239311,0.000297909474124495,570258.624947448
"Cyperus laevigatus",648973.010548591,8082.56919648012,0.0124543995899733,1419.1467925123
"Cyperus longus",1644178.29916358,13045.9972346572,0.00793466088276069,39128.3599253707
"Cyperus papyrus",647419.931491352,10881.3918185041,0.0168073166876999,267710.33673038
"Cyperus rotundus",2876594.27791449,10620.7871699402,0.00369213943428971,1806297.42955082
"Cyperus unioloides",47062.6835404928,2385.62699806525,0.0506904158155931,9682.57289725333
"Cyrtococcum oxyphyllum",20106.7043260091,5899.07685871948,0.29338855155336,1.26696831301087
"Cyrtomium falcatum",180078.179423838,23231.364316494,0.129007103419321,901584.82836512
"Cyrtomium fortunei",352153.861971347,19069.7358666954,0.0541517158435906,303759.325459859
"Cyrtostachys renda",133429.43353977,482.790165074776,0.00361831832952265,20915.6901010882
"Cystopteris fragilis",7492307.83526932,264883.646146875,0.0353540794066096,53539.5589329036
"Cytisus decumbens",225922.80706013,28737.7516525028,0.127201640358754,1530.76647802615
"Cytisus nigricans",685810.26415106,169360.704100156,0.246949794940445,11638.1871284081
"Dalbergia melanoxylon",703073.070114222,15851.8979721006,0.0225465867573697,5491.81476113177
"Dalea purpurea",1788082.88289632,694792.242629649,0.388568253337468,20.4240246802425
"Dasiphora fruticosa",7286703.33484827,244444.932302248,0.0335467111901212,194191.370092358
"Dasypyrum villosum",125291.87642952,455.498004409598,0.00363549511261274,15871.3115809925
"Daucus carota",5600091.98527937,3728.55968771233,0.000665803293501852,5225344.43445944
"Delphinium ajacis",853403.173021329,3081.52070164073,0.00361086154710573,2134369.60775444
"Delphinium consolida",3918331.35173066,446014.942881479,0.113827775868032,190320.452893404
"Delphinium elatum",1990002.33633782,172001.261327577,0.0864326931616116,243030.819238225
"Dendrobium crumenatum",290837.84328153,2246.41656230518,0.00772394863391505,1636.09040243848
"Dendrolobium umbellatum",109287.325917291,13998.7790054423,0.128091513704313,212.32827911506
"Dentella repens",504309.020810264,163922.707475836,0.325044170759556,114874.528220522
"Deschampsia cespitosa",7266702.91634005,269103.063328667,0.0370323469153468,182614.493921218
"Descurainia sophia",4641102.94897575,25375.4625657177,0.0054675500295286,1774615.67559692
"Dianella ensifolia",547473.527123388,848.819796557126,0.00155043075967,44202.4311013969
"Dianthus armeria",2211999.00698095,657413.400515287,0.297203298211494,3537220.86124435
"Dianthus barbatus",1570072.31615755,82365.7282298619,0.0524598309149454,4148168.56057981
"Dianthus carthusianorum",2007308.94570621,492353.337408395,0.245280298511885,21667.3382006663
"Dianthus deltoides",4521791.92200791,551900.137144475,0.122053413041484,1189185.43296727
"Dianthus giganteus",20724.2557700836,142.778046170193,0.0068894172970158,46258.4157541855
"Dichodon viscidum",421364.090574365,2165.59607421391,0.00513948891862608,57685.1071850338
"Dichrocephala integrifolia",459588.558893985,60086.7307245085,0.130740266618275,65562.2385458756
"Dicranopteris flexuosa",128006.92258457,1607.46225786539,0.0125576197396933,1579.28359286594
"Dicranopteris linearis",1509504.06064619,58171.8136838279,0.038537036898679,184307.198788156
"Dictamnus albus",1912974.22525939,111006.174474798,0.0580280554798096,27647.4882851159
"Digitalis ferruginea",415505.262937695,16128.9945330744,0.0388177863718008,6288.94262130898
"Digitalis grandiflora",1883326.85266487,159472.877540321,0.084676155556679,347894.668655339
"Digitalis lanata",346671.805779956,14152.3131281191,0.0408233749966447,122581.850956325
"Digitaria fuscescens",8794.64871039091,411.567638239311,0.0467975074152811,19753.662767271
"Digitaria ischaemum",1117770.88227543,1391.47306583207,0.00124486429902295,748660.400331918
"Digitaria longiflora",670443.285189399,411.567638239311,0.000613873906012861,44597.9593647209
"Digitaria nuda",52086.9925139038,411.567638239311,0.00790154352124381,43965.170088374
"Digitaria sanguinalis",1868521.26331229,2620.63380628115,0.00140251751892596,2109902.89422656
"Digitaria setigera",42331.0656475791,411.567638239311,0.00972259100835673,22614.8215734901
"Digitaria violascens",405656.74989098,411.567638239311,0.00101457115738841,164316.602738963
"Dillenia indica",695459.012313247,482.790165074776,0.000694203621675577,18123.1127866556
"Dimeria ornithopoda",235684.210827492,28126.4397827952,0.11933951656771,4459.61713128147
"Dinebra retroflexa",189574.134874635,16891.7729669644,0.0891037850608411,29324.2826556799
"Dioscorea alata",163409.160861067,78386.9100025664,0.479697157671669,226702.818584801
"Dioscorea pentaphylla",108855.076800695,66190.9519692738,0.608064905327879,10018.7307621
"Diospyros lotus",344967.147348039,17228.5368373834,0.0499425437170728,294314.146665182
"Diplazium proliferum",145394.694639445,2898.62328175507,0.0199362383128435,173.617487019952
"Diplotaxis erucoides",1018493.41604058,23263.3387782466,0.0228409319214683,10444.8325003867
"Dipsacus fullonum",3036622.23258982,84148.459394189,0.0277112044070171,2844619.91715674
"Dipsacus laciniatus",1498542.54804281,88260.176653787,0.0588973444691711,1330904.21545864
"Discocactus ferricola",10898.6735647386,4486.09507304382,0.411618445712335,6334.25749437665
"Dodonaea viscosa",5526481.50466081,7057.32770245549,0.00127700195802766,476603.818599311
"Doronicum pardalianches",1022019.59757765,51346.636368875,0.0502403637763649,482924.2793468
"Doronicum plantagineum",772746.064963111,29926.7733087333,0.0387278236223201,156828.241504684
"Draba muralis",6341940.0681315,504866.170117708,0.079607527774455,279103.30265016
"Draba nemorosa",2783155.77614575,142399.665329865,0.051164820363403,358343.536530695
"Dracaena angustifolia",221397.965615551,2835.77028864371,0.0128084749142091,11293.642196439
"Dracocephalum thymiflorum",1308915.00851389,44206.9518901387,0.0337737374868443,176371.515564207
"Dracunculus vulgaris",343815.109120889,17704.1387636021,0.0514931958891229,237380.900185404
"Drosera filiformis",81927.5305359552,44295.5581564567,0.540667561522765,8828.05595821493
"Drosera rotundifolia",7483838.40383449,639793.316309491,0.0854899961471215,55.2841355640898
"Drymaria cordata",1485406.70373408,104848.814705283,0.0705859307364838,749033.054367974
"Dryopteris affinis",1568374.71093761,64251.7920264164,0.0409671181117205,3002.38364327183
"Dryopteris filix-mas",6139038.99917299,141606.678204846,0.0230665871684351,172171.553405391
"Dysphania botrys",926568.659102036,28339.1869071007,0.0305850911626614,655748.442554916
"Ecballium elaterium",2046479.11245686,6130.84589233095,0.00299580184083613,160749.308080669
"Echinacea purpurea",1871487.95192731,630157.751416093,0.33671483204962,767707.145139924
"Echinocystis lobata",1960392.45844919,142510.362912999,0.0726948128670803,1847006.77358509
"Echinops exaltatus",47018.3007103037,11212.3783804173,0.238468388075119,605099.226839586
"Echinops ritro",2392674.08830343,40492.4405837044,0.0169235086306369,17775.0792888812
"Echinops sphaerocephalus",2551365.79307193,98288.9400490524,0.038524048694213,689316.409004697
"Echium hierrense",1216.4265820417,1127.2562428946,0.926694844996374,1152.86202407955
"Echium italicum",1913800.42431057,25126.7912106249,0.0131292641026959,105190.970486723
"Echium pininana",4037.07732202402,3958.90379192592,0.980636107792232,189688.756548082
"Echium simplex",3808.48932882123,3485.0413548581,0.915071844493459,9749.89168668387
"Elaeagnus angustifolia",1939354.59138334,4888.57509014981,0.00252072267334196,4157306.94286445
"Elaeis oleifera",281037.441621791,145250.187076308,0.516835714978431,15350.6015611064
"Elaeodendron croceum",68982.3757020608,66353.3633830125,0.961888637607915,85.9227683888715
"Elatine triandra",686369.558496144,226404.207007676,0.329857587949755,4255.53946578949
"Eleocharis geniculata",693048.894281409,30666.73928644,0.044249027073677,2577.45739478813
"Eleocharis ochrostachys",58754.8204016598,411.567638239311,0.00700483186614736,122.030435090012
"Eleocharis parvula",273392.421453777,89874.0417672454,0.328736404942522,4022.90098536078
"Elettaria cardamomum",53639.6289226182,13998.7790054423,0.260978296953495,11022.5875569972
"Ellisia nyctelea",729752.345594016,65013.1754279746,0.0890893682226593,8373.68101416271
"Entada gigas",215201.440855855,4773.84915582248,0.0221831653953473,4980.65657275762
"Ephedra equisetina",167389.87875432,47828.3593983491,0.285730294772166,1842.92428659585
"Epimedium alpinum",198476.662199795,92003.9496100237,0.463550467799628,435513.956491923
"Epipremnum pinnatum",395121.202845454,482.790165074776,0.0012218786579864,69293.9992960122
"Equisetum hyemale",5442203.2581302,114016.386251807,0.0209504093919086,3401.6161447895
"Equisetum ramosissimum",2741424.70790015,204854.538917182,0.0747255754742557,367989.741996393
"Equisetum telmateia",2939421.91169417,97917.0997736794,0.0333116860101392,138.872914533366
"Equisetum variegatum",3682463.24741975,282994.375111194,0.0768492055717009,8454.51684245367
"Eranthis hyemalis",576299.788457244,11312.026306607,0.0196287184780847,1493224.14798845
"Erica arborea",1230864.29641148,2534.31328925628,0.0020589705109206,97607.3403970186
"Erica carnea",642112.990966338,75294.1067140704,0.117259902499025,16158.3116757809
"Erica cinerea",1324902.32824979,148073.365784342,0.111761722073467,18663.2819700657
"Erica lusitanica",236867.335678584,50419.7567497496,0.212860741669196,401838.53434875
"Erica tetralix",1650507.32281417,93196.6581343708,0.0564654617681232,21642.6132262884
"Erica vagans",668267.772484364,14102.3813522526,0.0211028900882431,10643.3395129782
"Erinus alpinus",291724.201143749,19234.8279602186,0.0659349751745159,204539.753156266
"Eriocaulon truncatum",34591.4084735438,634.763420119442,0.0183503201555069,122.030435090012
"Erodium ciconium",1124975.63905326,3490.53385713991,0.00310276394969533,21500.6775094423
"Erodium moschatum",1342629.97744895,20585.4524172272,0.0153321859060084,1208751.05214051
"Erucastrum gallicum",756814.763010408,36510.9422425693,0.0482429043764137,835681.286633611
"Eryngium campestre",3833420.76065598,326519.142321868,0.0851769640507695,43166.5232838829
"Eryngium giganteum",117591.014906143,35650.6429465255,0.303174889467367,113648.395807902
"Eryngium maritimum",1221879.31666954,165036.340135559,0.13506762728859,10705.4304602408
"Eryngium planum",2919117.72810932,200193.215257209,0.0685800416096516,346354.544716956
"Erysimum cheiranthoides",4478510.5414704,442.539623073352,9.88140184053369e-05,1765691.2436097
"Erysimum diffusum",446324.827511448,10258.8807902034,0.0229852344253475,16622.1954207437
"Erysimum marschallianum",257733.425671081,3508.89422432695,0.0136144321024352,24484.9201107004
"Erysimum odoratum",623138.290087512,34033.4775157087,0.0546162514117519,34315.4246239702
"Erysimum repandum",499897.37962895,34259.9778270107,0.0685340216274794,276438.300433297
"Erysimum virgatum",713283.876305211,74254.9759476907,0.104102978371429,120786.01848019
"Erythrina fusca",499024.449989242,27911.6213734965,0.055932372399986,6819.13327800068
"Erythrina variegata",550588.605853755,11038.9893454217,0.0200494329669325,10295.4109710596
"Eucalyptus pulverulenta",46794.0193388692,46726.9572928249,0.998566867155424,37970.9541929515
"Euclidium syriacum",230681.256849362,9243.11330427936,0.0400687660129893,36858.0673680236
"Eulophia graminea",164966.932119883,20296.8941168366,0.123036137339856,113447.904467863
"Euphrasia nemorosa",1765263.55337059,318789.66774064,0.180590409365187,273151.039914577
"Eurybia schreberi",159537.41170543,42452.9536301391,0.266100303222446,2167.76464965905
"Eurybia sibirica",1054121.75558059,13205.2286599594,0.0125272328268059,2559.96384955645
"Fagopyrum tataricum",281588.853540883,278072.620549846,0.987512882889995,409529.552476076
"Falcaria vulgaris",2449441.59786797,29861.9163013235,0.0121913159012714,111943.792543461
"Fallopia dumetorum",3166320.87693307,39074.1076047463,0.0123405394220796,304687.649716947
"Filago arvensis",2800578.15457889,439848.450443574,0.157056302722504,508159.693776574
"Filago germanica",1681496.51964258,15204.3278114043,0.00904214051815946,79821.9863011668
"Filago lutescens",1024356.92206758,303281.056926532,0.296069710071742,941.217509862833
"Filago pyramidata",1376428.04647311,108050.397047421,0.0785005778720388,78182.757923901
"Filicium decipiens",434140.167014922,410.918128408123,0.000946510273936481,13275.823349017
"Filipendula vulgaris",5000865.54456069,564581.423774244,0.112896741322775,56753.9875745627
"Fimbristylis bisumbellata",288033.478136105,10774.3971560251,0.0374067529432598,62408.5023031336
"Fimbristylis complanata",248028.104846032,9075.20765270507,0.0365894327110175,4700.85946861487
"Fimbristylis dichotoma",2915405.99024598,2388.14673625272,0.000819147228290914,23761.1385410724
"Fimbristylis ferruginea",587123.588461809,6088.35676599396,0.0103698043915161,5526.51686399559
"Fimbristylis schoenoides",70139.4789225097,411.567638239311,0.00586784567781024,50471.4488066
"Fimbristylis velata",214044.921325652,4158.52444635153,0.0194282789827312,2341.94058663495
"Flemingia macrophylla",115160.822090307,6004.42747994879,0.0521394982335245,41070.6733692972
"Flemingia strobilifera",430599.466852625,411.567638239311,0.000955801550911285,107907.500966036
